"","biToken","Ranking"
"78244","ab it",45455
"78245","ab i",45455
"78246","aasrdcentury burns",45455
"78247","aarps john",45455
"78248","aarp cards",45455
"78249","aaron what",45455
"78250","aaron rodgers",45455
"78251","aaron jackie",45455
"78252","aaron hitting",45455
"78253","aaron craft",45455
"78254","aanm is",45455
"78255","aamc receives",45455
"78256","aaliyah biggie",45455
"78257","aain retweet",45455
"78258","aahhhh d",45455
"78259","aaha referral",45455
"78260","aah sadd",45455
"78261","aac is",45455
"78262","aaalllll of",45455
"78263","aaahhhh the",45455
"78264","aaahhh gotta",45455
"78265","aaaarrrrrggghh so",45455
"78266","äaaaaaaaaa i",45455
"78267","a zombie",45455
"78268","a zit",45455
"78269","a yrold",45455
"78270","a yoyo",45455
"78271","a your",45455
"78272","a young",45455
"78273","a yes",45455
"78274","a yellow",45455
"78275","a yearold",45455
"78276","a writer",45455
"78277","a wrap",45455
"78278","a worry",45455
"78279","a worm",45455
"78280","a worldclass",45455
"78281","a workout",45455
"78282","a wooping",45455
"78283","a wonder",45455
"78284","a wise",45455
"78285","a wisconsin",45455
"78286","a winner",45455
"78287","a wimp",45455
"78288","a wildcat",45455
"78289","a wifeylmao",45455
"78290","a wide",45455
"78291","a whore",45455
"78292","a whitney",45455
"78293","a whispered",45455
"78294","a whisper",45455
"78295","a whisker",45455
"78296","a whirl",45455
"78297","a which",45455
"78298","a when",45455
"78299","a well",45455
"78300","a welcome",45455
"78301","a weirdo",45455
"78302","a water",45455
"78303","a watched",45455
"78304","a warning",45455
"78305","a war",45455
"78306","a walmart",45455
"78307","a wallflower",45455
"78308","a wall",45455
"78309","a w",45455
"78310","a vw",45455
"78311","a voucher",45455
"78312","a voluntary",45455
"78313","a virtue",45455
"78314","a virtual",45455
"78315","a viral",45455
"78316","a vinyl",45455
"78317","a vid",45455
"78318","a victory",45455
"78319","a vessel",45455
"78320","a venue",45455
"78321","a vending",45455
"78322","a vanishing",45455
"78323","a valentine",45455
"78324","a vacation",45455
"78325","a user",45455
"78326","a url",45455
"78327","a unicycle",45455
"78328","a unicorn",45455
"78329","a uk",45455
"78330","a typo",45455
"78331","a typical",45455
"78332","a twoton",45455
"78333","a twicedelayed",45455
"78334","a tweethike",45455
"78335","a turn",45455
"78336","a turbo",45455
"78337","a tryhard",45455
"78338","a tribute",45455
"78339","a trend",45455
"78340","a trek",45455
"78341","a tree",45455
"78342","a trap",45455
"78343","a translation",45455
"78344","a tram",45455
"78345","a traffic",45455
"78346","a tracked",45455
"78347","a track",45455
"78348","a tp",45455
"78349","a tour",45455
"78350","a tougher",45455
"78351","a touchey",45455
"78352","a touch",45455
"78353","a totally",45455
"78354","a total",45455
"78355","a torndic",45455
"78356","a tone",45455
"78357","a tome",45455
"78358","a toilet",45455
"78359","a tlc",45455
"78360","a title",45455
"78361","a tiny",45455
"78362","a tinkle",45455
"78363","a tight",45455
"78364","a thursday",45455
"78365","a thriving",45455
"78366","a three",45455
"78367","a threat",45455
"78368","a thought",45455
"78369","a thief",45455
"78370","a they",45455
"78371","a therapist",45455
"78372","a the",45455
"78373","a thank",45455
"78374","a th",45455
"78375","a terrific",45455
"78376","a terrible",45455
"78377","a terminal",45455
"78378","a ten",45455
"78379","a teenagers",45455
"78380","a teenager",45455
"78381","a tecate",45455
"78382","a tease",45455
"78383","a team",45455
"78384","a teach",45455
"78385","a tchr",45455
"78386","a syracuse",45455
"78387","a synthetic",45455
"78388","a synth",45455
"78389","a syllabus",45455
"78390","a swirly",45455
"78391","a swimsuit",45455
"78392","a sweat",45455
"78393","a survey",45455
"78394","a surprise",45455
"78395","a suprise",45455
"78396","a superpower",45455
"78397","a sunday",45455
"78398","a suitable",45455
"78399","a suit",45455
"78400","a success",45455
"78401","a subscription",45455
"78402","a subject",45455
"78403","a stylus",45455
"78404","a study",45455
"78405","a stud",45455
"78406","a string",45455
"78407","a striker",45455
"78408","a stretcher",45455
"78409","a stressful",45455
"78410","a stress",45455
"78411","a street",45455
"78412","a strategy",45455
"78413","a stranger",45455
"78414","a strange",45455
"78415","a stop",45455
"78416","a stick",45455
"78417","a stellar",45455
"78418","a steamed",45455
"78419","a steady",45455
"78420","a statement",45455
"78421","a state",45455
"78422","a stat",45455
"78423","a stare",45455
"78424","a starbucks",45455
"78425","a standard",45455
"78426","a stand",45455
"78427","a stain",45455
"78428","a sprinkle",45455
"78429","a springboard",45455
"78430","a sports",45455
"78431","a spork",45455
"78432","a spoon",45455
"78433","a sponsorist",45455
"78434","a sponsor",45455
"78435","a splitting",45455
"78436","a speedy",45455
"78437","a speed",45455
"78438","a spcial",45455
"78439","a spare",45455
"78440","a soundproof",45455
"78441","a solo",45455
"78442","a sock",45455
"78443","a social",45455
"78444","a so",45455
"78445","a snuggie",45455
"78446","a snowboard",45455
"78447","a snowball",45455
"78448","a sneaker",45455
"78449","a sneak",45455
"78450","a snaking",45455
"78451","a snake",45455
"78452","a snack",45455
"78453","a smudge",45455
"78454","a smith",45455
"78455","a smilewell",45455
"78456","a smile",45455
"78457","a smidge",45455
"78458","a smart",45455
"78459","a slut",45455
"78460","a slower",45455
"78461","a slide",45455
"78462","a slew",45455
"78463","a skyscraper",45455
"78464","a skrunchy",45455
"78465","a site",45455
"78466","a singer",45455
"78467","a silver",45455
"78468","a signed",45455
"78469","a signature",45455
"78470","a sign",45455
"78471","a sidelined",45455
"78472","a sic",45455
"78473","a shuttle",45455
"78474","a shower",45455
"78475","a shovel",45455
"78476","a shortlived",45455
"78477","a shoot",45455
"78478","a shoe",45455
"78479","a shitty",45455
"78480","a ship",45455
"78481","a shift",45455
"78482","a sheriff",45455
"78483","a shelf",45455
"78484","a sheep",45455
"78485","a sex",45455
"78486","a set",45455
"78487","a seriesregular",45455
"78488","a seperate",45455
"78489","a sense",45455
"78490","a senior",45455
"78491","a selfselecting",45455
"78492","a selffulfilling",45455
"78493","a seizure",45455
"78494","a sedan",45455
"78495","a secretary",45455
"78496","a seattle",45455
"78497","a seat",45455
"78498","a season",45455
"78499","a sealdog",45455
"78500","a seafood",45455
"78501","a sea",45455
"78502","a screwball",45455
"78503","a screamer",45455
"78504","a scorner",45455
"78505","a sconny",45455
"78506","a scholarship",45455
"78507","a schedule",45455
"78508","a scarcity",45455
"78509","a scar",45455
"78510","a save",45455
"78511","a satirical",45455
"78512","a sandwich",45455
"78513","a san",45455
"78514","a samuel",45455
"78515","a sams",45455
"78516","a sample",45455
"78517","a salon",45455
"78518","a safety",45455
"78519","a sad",45455
"78520","a s",45455
"78521","a rut",45455
"78522","a ruler",45455
"78523","a rubric",45455
"78524","a row",45455
"78525","a round",45455
"78526","a rosea",45455
"78527","a rose",45455
"78528","a root",45455
"78529","a ronnie",45455
"78530","a romantical",45455
"78531","a romantic",45455
"78532","a romance",45455
"78533","a roll",45455
"78534","a role",45455
"78535","a rockstar",45455
"78536","a robayo",45455
"78537","a roasted",45455
"78538","a road",45455
"78539","a rivalry",45455
"78540","a rise",45455
"78541","a righteous",45455
"78542","a ridiculously",45455
"78543","a rickshaw",45455
"78544","a rich",45455
"78545","a review",45455
"78546","a revenue",45455
"78547","a retweet",45455
"78548","a return",45455
"78549","a retard",45455
"78550","a retail",45455
"78551","a resolution",45455
"78552","a reservation",45455
"78553","a rerun",45455
"78554","a requirement",45455
"78555","a republican",45455
"78556","a reptile",45455
"78557","a reply",45455
"78558","a repeat",45455
"78559","a repair",45455
"78560","a rep",45455
"78561","a rent",45455
"78562","a renewed",45455
"78563","a remote",45455
"78564","a relief",45455
"78565","a relaxing",45455
"78566","a relatlively",45455
"78567","a regulatory",45455
"78568","a regime",45455
"78569","a refund",45455
"78570","a refill",45455
"78571","a redneck",45455
"78572","a redbox",45455
"78573","a recipe",45455
"78574","a recall",45455
"78575","a reasoning",45455
"78576","a realist",45455
"78577","a readingrainbow",45455
"78578","a reading",45455
"78579","a rave",45455
"78580","a rate",45455
"78581","a rapid",45455
"78582","a rake",45455
"78583","a raise",45455
"78584","a rainbow",45455
"78585","a rag",45455
"78586","a radical",45455
"78587","a racehorse",45455
"78588","a r",45455
"78589","a quincy",45455
"78590","a quince",45455
"78591","a quiet",45455
"78592","a quiche",45455
"78593","a quest",45455
"78594","a queen",45455
"78595","a quarterback",45455
"78596","a qa",45455
"78597","a q",45455
"78598","a pyramid",45455
"78599","a pussy",45455
"78600","a purdy",45455
"78601","a puppy",45455
"78602","a punk",45455
"78603","a punch",45455
"78604","a puerto",45455
"78605","a public",45455
"78606","a psa",45455
"78607","a provocative",45455
"78608","a proud",45455
"78609","a protest",45455
"78610","a promptness",45455
"78611","a prompt",45455
"78612","a promo",45455
"78613","a promising",45455
"78614","a promise",45455
"78615","a prom",45455
"78616","a project",45455
"78617","a programmers",45455
"78618","a program",45455
"78619","a professional",45455
"78620","a prize",45455
"78621","a primary",45455
"78622","a priest",45455
"78623","a price",45455
"78624","a presenter",45455
"78625","a presentation",45455
"78626","a prearranged",45455
"78627","a prayer",45455
"78628","a pr",45455
"78629","a powerade",45455
"78630","a power",45455
"78631","a poster",45455
"78632","a post",45455
"78633","a possible",45455
"78634","a pork",45455
"78635","a porch",45455
"78636","a poo",45455
"78637","a pony",45455
"78638","a policymaker",45455
"78639","a polar",45455
"78640","a poem",45455
"78641","a poe",45455
"78642","a po",45455
"78643","a playlist",45455
"78644","a plate",45455
"78645","a pitchblack",45455
"78646","a pitch",45455
"78647","a piss",45455
"78648","a ping",45455
"78649","a pillow",45455
"78650","a pill",45455
"78651","a pierce",45455
"78652","a pickle",45455
"78653","a pick",45455
"78654","a piano",45455
"78655","a photoshootthink",45455
"78656","a photo",45455
"78657","a phishing",45455
"78658","a pharmacist",45455
"78659","a pharaoh",45455
"78660","a pet",45455
"78661","a pessimist",45455
"78662","a persons",45455
"78663","a perpetual",45455
"78664","a period",45455
"78665","a people",45455
"78666","a penis",45455
"78667","a pellet",45455
"78668","a pc",45455
"78669","a pay",45455
"78670","a paul",45455
"78671","a patent",45455
"78672","a pat",45455
"78673","a pastry",45455
"78674","a past",45455
"78675","a pass",45455
"78676","a park",45455
"78677","a panda",45455
"78678","a palm",45455
"78679","a pain",45455
"78680","a package",45455
"78681","a pack",45455
"78682","a pabst",45455
"78683","a out",45455
"78684","a opportunity",45455
"78685","a onsie",45455
"78686","a og",45455
"78687","a oaxacan",45455
"78688","a o",45455
"78689","a ny",45455
"78690","a nun",45455
"78691","a nudge",45455
"78692","a novel",45455
"78693","a norweigan",45455
"78694","a normal",45455
"78695","a nonsupporter",45455
